每月對照使用,直飲臺編號,轄區分處,市別,場所別,場所次分類,所屬單位,場所名稱,地址,行政區,維護單位,連絡電話,場所開放時間,設置地點,經度,緯度,狀態,狀態異動日期時間,最近採樣日期時間,大腸桿菌數,水質及維護資訊網址,直飲台照片網址
1566,1566,陽明,臺北市,公園步道,區公所,臺北市北投區公所,同德公園,臺北市北投區同德街23巷口,北投,臺北市北投區公所,2891-2105#289,0:00~24:00,同德公園拱門旁,121.529403,25.125454,正常,20260414T000000,20260205T141000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1566,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1566.JPG
1567,1567,北區,臺北市,公園步道,區公所,臺北市北投區公所,致遠公園,臺北市北投區致遠1路二段(自強市場旁).,北投,臺北市北投區公所,2891-2105#289,0:00~24:00,兒童遊憩區,121.514855,25.111162,正常,20260414T000000,20260212T113100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1567,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1567.JPG
1568,1568,陽明,臺北市,公園步道,區公所,臺北市北投區公所,建民公園,臺北市北投區文林北路16巷7號對面.,北投,臺北市北投區公所,2891-2105#289,0:00~24:00,入口處,121.520134,25.105669,正常,20260414T000000,20260212T111800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1568,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1568.JPG
1569,1569,陽明,臺北市,公園步道,區公所,臺北市北投區公所,豐年公園,臺北市北投區中央北路2段及大業路交口,北投,臺北市北投區公所,2891-2105#289,0:00~24:00,豐年公園涼亭旁,121.496593,25.136020,正常,20260414T000000,20260205T151700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1569,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1569.JPG
1570,1570,陽明,臺北市,公園步道,工程處,工務局大地工程處,風尾步道,臺北市北投區東昇路68-15號路口,北投區,大地工程處道路步道科,27593001轉2312,0:00~24:00,東昇路68-15號路口,121.528891,25.154397,正常,20260414T000000,20260205T103000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1570,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1570.JPG
1573,1573,陽明,臺北市,公園步道,公園處,工務局公園處,重三公園,臺北市北投區稻香路及重三路交口,北投,工務局公園處陽明山管理所,28832130,0:00~24:00,重三公園銘牌旁,121.489143,25.140148,正常,20211201T090000,20260205T145200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1573,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1573.JPG
1574,1574,陽明,臺北市,公園步道,公園處,工務局公園處,新興公園,臺北市北投區新興路146號對面,北投,工務局公園處陽明山管理所,28832130,0:00~24:00,新興公園路燈旁,121.487028,25.139539,正常,20260414T000000,20260205T145700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1574,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1574.JPG
1575,1575,陽明,臺北市,公園步道,區公所,臺北市北投區公所,文化公園,臺北市北投區中央北路2段及文化三路交口,北投,臺北市北投區公所,2891-2105#289,0:00~24:00,文化公園溜滑梯旁,121.496627,25.136765,正常,20260414T000000,20260205T144300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1575,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1575.JPG
1576,1576,陽明,臺北市,公園步道,區公所,臺北市北投區公所,榮光公園,臺北市北投區石牌路1段(石牌國中對面).,北投,臺北市北投區公所,2891-2105#289,0:00~24:00,公園步道旁,121.514300,25.114290,正常,20260414T000000,20260212T113800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1576,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1576.JPG
1577a,1577a,陽明,臺北市,公園步道,公園處,工務局公園處,石牌公園,臺北市北投區石牌路1段39巷內,北投,工務局公園處陽明山管理所,28832130,0:00~24:00,人行道旁,121.510172,25.116738,正常,20211201T090000,20260212T144400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1577a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1577a.JPG
1577b,1577b,陽明,臺北市,公園步道,公園處,工務局公園處,石牌公園,臺北市北投區石牌路1段39巷內,北投,工務局公園處陽明山管理所,28832130,0:00~24:00,兒童遊戲區旁,121.509729,25.117514,正常,20211201T090000,20260212T143300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1577b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1577b.JPG
1577c,1577c,陽明,臺北市,公園步道,公園處,工務局公園處,石牌公園,臺北市北投區尊賢街218巷54號旁,北投,工務局公園處陽明山管理所,28832130,0:00~24:00,涼亭旁,121.509019,25.117245,正常,20220112T100000,20260212T143800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1577c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1577c.JPG
1578,1578,陽明,臺北市,公園步道,公園處,工務局公園處,立農公園,臺北市北投區承德路七段與吉利街,北投,工務局公園處陽明山管理所,28832130,0:00~24:00,公園步道旁,121.503541,25.119272,正常,20260414T000000,20260212T141500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1578,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1578.JPG
1579,1579,陽明,臺北市,公園步道,區公所,臺北市北投區公所,中庸公園,臺北市北投區雙全街50號對面,北投,臺北市北投區公所,2891-2105#289,0:00~24:00,公園,121.501180,25.138020,正常,20211201T090000,20260205T142900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1579,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1579.JPG
1580,1580,陽明,臺北市,公園步道,區公所,臺北市北投區公所,吉利公園,臺北市北投區吉利街149巷旁.,北投,臺北市北投區公所,2891-2105#289,0:00~24:00,公園人行道旁,121.507678,25.119065,正常,20260414T000000,20260212T142400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1580,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1580.JPG
1581,1581,陽明,臺北市,公園步道,公園處,工務局水利工程處北區左岸管理站,稻香運動步道,臺北市北投區中央北路2段132號旁,北投,工務局水利工程處北區左岸管理站,27208889#2691,0:00~24:00,入口處左側,121.491510,25.138672,正常,20231129T100000,20260323T095900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1581,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1581.JPG
1582,1582,陽明,臺北市,公園步道,公園處,工務局公園處,奇岩1號公園,臺北市北投區三合街1段82巷61弄22號對面,北投,工務局公園處陽明山管理所,28832130,0:00~24:00,公園中央圓形廣場旁,121.503760,25.128490,暫停,20260414T000000,20250821T132800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1582,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1582.JPG
1583,1583,陽明,臺北市,公園步道,公園處,工務局公園處,奇岩2號公園,臺北市北投區三合街1段117巷38弄18號,北投,工務局公園處陽明山管理所,28832130,0:00~24:00,公廁旁,121.503650,25.125150,暫停,20260414T000000,20230807T150700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1583,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1583.JPG
1584,1584,陽明,臺北市,公園步道,公園處,工務局公園處,北投公館公園,臺北市北投區三合街1段82巷50弄與36巷口,北投,工務局公園處陽明山管理所,28832130,0:00~24:00,公園西北角入口,121.505910,25.128325,正常,20211201T090000,20260212T151200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1584,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1584.JPG
1585,1585,陽明,臺北市,公園步道,公園處,工務局公園處,奇岩3號公園,臺北市北投區三合街1段117巷(公園北側入口),北投,工務局公園處陽明山管理所,28832130,0:00~24:00,公園西北角入口,121.504380,25.125960,正常,20211201T090000,20260212T145800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1585,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1585.JPG
1588,1588,陽明,臺北市,公園步道,公園處,工務局公園處,振興公園,臺北市北投區天母西路109號對面,北投,工務局公園處陽明山管理所,28832130,0:00~24:00,入口步道旁/公車站旁,121.523485,25.118652,正常,20260414T000000,20260323T112600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1588,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1588.JPG
1589b,1589b,陽明,臺北市,公園步道,公園處,工務局公園處,榮富公園,臺北市北投區榮華3路3-2號旁,北投,工務局公園處陽明山管理所,28832130,0:00~24:00,廣場旁,121.524287,25.113412,正常,20231226T100000,20260323T113200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1589b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1589b.JPG
1590,1590,陽明,臺北市,商圈夜市,行義路溫泉特定區1,台北市紗帽山溫泉發展協會,行義路溫泉特定區1,臺北市北投區行義路402巷,北投區,台北市紗帽山溫泉發展協會,28623688,0:00~24:00,澄月橋旁,121.529850,25.140800,正常,20260414T000000,20260115T111100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1590,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1590.JPG
1591,1591,陽明,臺北市,公園步道,公園處,工務局公園處,振華公園,臺北市北投區振華街24號對面,北投,工務局公園處陽明山管理所,28832130,0:00~24:00,廣場東側步道榕樹旁,121.519106,25.115271,暫停,20260414T000000,20210303T110500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1591,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1591.JPG
1593,1593,陽明,臺北市,公園步道,公園處,工務局公園處,唭哩岸站線型綠地,臺北市北投區北投路一段20號旁,北投,工務局公園處園藝工程隊,23815132＃318,0:00~24:00,西安橋下,121.501589,25.123143,正常,20260414T000000,20260323T110300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1593,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1593.JPG
1595,1595,陽明,臺北市,公園步道,公園處,工務局公園處,奇岩4號綠地,臺北市北投區公館路308巷16號旁,北投,工務局公園處園藝工程隊,23815132＃318,0:00~24:00,清江國小旁,121.505886,25.125355,正常,20211215T100000,20260212T150300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1595,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1595.JPG
1597,1597,陽明,臺北市,公園步道,水利處,工務局水利工程處北區左岸管理站,貴子坑溪河堤,臺北市北投區中和街525巷10弄與貴子坑溪交口,北投,工務局水利工程處北區左岸管理站,27208889#2691,0:00~24:00,河堤步道口,121.492569,25.144520,正常,20231129T100000,20260323T100600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1597,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1597.JPG
1598,1598,陽明,臺北市,商圈夜市,水利處,工務局水利工程處北區右岸管理站,關渡碼頭貨櫃市集,臺北市北投區知行路360-1號,北投區,工務局水利工程處北區右岸管理站,27208889#2690,0:00~24:00,關渡碼頭貨櫃屋前,121.462320,25.121270,正常,20250526T102000,20260115T145400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1598,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1598.JPG
1599,1599,陽明,臺北市,商圈夜市,行義路溫泉特定區2,台北市紗帽山溫泉發展協會,行義路溫泉特定區2,臺北市北投區行義路402巷,北投區,台北市紗帽山溫泉發展協會,28623688,0:00~24:00,巷口處,121.528370,25.138430,正常,20260414T000000,20260115T112000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1599,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1599.JPG
1626,1626,陽明,臺北市,公園步道,公園處,工務局公園處,天母公園,臺北市士林區中山北路7段181巷,士林,工務局公園處陽明山管理所,28832130,0:00~24:00,籃球場旁,121.530440,25.125340,正常,20260414T000000,20260106T113800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1626,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1626.JPG
1626a,1626a,陽明,臺北市,公園步道,公園處,工務局公園處,天母公園,臺北市士林區中山北路七段219巷1號,士林,工務局公園處陽明山管理所,28832130,0:00~24:00,堉琪橋旁,121.531703,25.128143,正常,20260414T000000,20260106T112900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1626a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1626a.JPG
1701a,1701a,陽明,新北市,捷運站,淡水信義線,臺北大眾捷運股份有限公司,淡水站,新北市淡水區中正路1號,淡水,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,1號出口,121.445229,25.168235,正常,20260414T000000,20260304T134500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1701a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1701a.JPG
1701b,1701b,陽明,新北市,捷運站,淡水信義線,臺北大眾捷運股份有限公司,淡水站,新北市淡水區中正路1號,淡水,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,1號出口,121.445229,25.168235,正常,20260414T000000,20260304T135000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1701b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1701b.JPG
1701c,1701c,陽明,新北市,捷運站,淡水信義線,臺北大眾捷運股份有限公司,淡水站,新北市淡水區中正路1號,淡水,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,1號出口,121.445229,25.168235,正常,20260414T000000,20260304T135500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1701c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1701c.JPG
1702,1702,陽明,新北市,捷運站,淡水信義線,臺北大眾捷運股份有限公司,紅樹林站,新北市淡水區中正東路2段68號,淡水,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,1號出口,121.459027,25.154144,正常,20211201T090000,20260304T133000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1702,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1702.JPG
1703,1703,陽明,新北市,捷運站,淡水信義線,臺北大眾捷運股份有限公司,竹圍站,新北市淡水區民權路50號,淡水,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,1號出口,121.459651,25.137049,正常,20220113T100000,20260304T131500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1703,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1703.JPG
1704,1704,陽明,臺北市,捷運站,淡水信義線,臺北大眾捷運股份有限公司,關渡站,臺北市北投區大度路3段296巷51號,北投,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,1號出口,121.467283,25.125539,正常,20211201T090000,20260304T114500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1704,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1704.JPG
1705,1705,陽明,臺北市,捷運站,淡水信義線,臺北大眾捷運股份有限公司,忠義站,臺北市北投區中央北路4段301號,北投,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,出口右側,121.473214,25.131062,正常,20211201T090000,20260304T112500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1705,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1705.JPG
1706,1706,陽明,臺北市,捷運站,淡水信義線,臺北大眾捷運股份有限公司,復興崗站,臺北市北投區中央北路3段53巷10號,北投,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,1號出口,121.485365,25.137660,正常,20260414T000000,20260304T110500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1706,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1706.JPG
1707,1707,陽明,臺北市,捷運站,淡水信義線,臺北大眾捷運股份有限公司,新北投站,臺北市北投區大業路700號,北投,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,出口右側,121.503430,25.136996,正常,20211201T090000,20260304T103000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1707,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1707.JPG
1707a,1707a,陽明,臺北市,捷運站,淡水信義線,臺北大眾捷運股份有限公司,新北投站,臺北市北投區大業路700號,北投,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,出口右側,121.503430,25.136996,正常,20211217T100000,20260304T103500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1707a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1707a.JPG
1708,1708,陽明,臺北市,捷運站,淡水信義線,臺北大眾捷運股份有限公司,北投站,臺北市北投區光明路1號,北投,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,出口右側,121.498234,25.132068,正常,20211201T090000,20260304T100500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1708,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1708.JPG
1708a,1708a,陽明,臺北市,捷運站,淡水信義線,臺北大眾捷運股份有限公司,北投站,臺北市北投區光明路1號,北投,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,出口右側,121.498234,25.132068,正常,20211217T100000,20260304T102000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1708a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1708a.JPG
1709,1709,陽明,臺北市,捷運站,淡水信義線,臺北大眾捷運股份有限公司,奇岩站,臺北市北投區三合街2段487號,北投,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,出口右側,121.500942,25.126100,正常,20211201T090000,20260304T093000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1709,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1709.JPG
1709a,1709a,陽明,臺北市,捷運站,淡水信義線,臺北大眾捷運股份有限公司,奇岩站,臺北市北投區三合街2段487號,北投,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,出口右側,121.500942,25.126100,正常,20211217T100000,20260304T094000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1709a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1709a.JPG
